time,prediction_error,prediction_rmse,control_error,control_rmse,base_error_ratio,energy_consumption,reward,platform_x,platform_y,platform_z,platform_roll,platform_pitch,platform_yaw,robot_x,robot_y,robot_z,robot_roll,robot_pitch,robot_yaw,predicted_platform_x,predicted_platform_y,predicted_platform_z,predicted_platform_roll,predicted_platform_pitch,predicted_platform_yaw
2160.1,0.0,,0.06488057225942612,0.05089466787477482,3.3301472663879395,370.2637052335599,0.046266548335552216,-5.61013126373291,2.0372676849365234,1.9124069213867188,0.012443441897630692,0.01656315103173256,-0.009187845513224602,-1.4313366413116455,0.36711132526397705,1.4754042625427246,0.01974789798259735,0.009542368352413177,-0.007860448211431503,-5.61013126373291,2.0372676849365234,1.9124069213867188,0.012443441897630692,0.01656315103173256,-0.009187845513224602
2160.2,0.0,,0.04947955906391144,0.051029872881766795,1.6757488250732422,370.2569683870067,0.06967334449291229,-6.079495429992676,2.1368789672851562,1.977783203125,0.013830695301294327,0.018100395798683167,-0.010281739756464958,-1.7001886367797852,0.40276169776916504,1.533980369567871,0.0033747961279004812,0.011039111763238907,-0.07168592512607574,-6.079495429992676,2.1368789672851562,1.977783203125,0.013830695301294327,0.018100395798683167,-0.010281739756464958
2160.3,0.0,,0.03442155197262764,0.05108172640972509,1.3655200004577637,370.24935286015403,0.08755148202180862,-6.482379913330078,2.2104082107543945,2.0238494873046875,0.015027309767901897,0.01942458562552929,-0.011205480434000492,-1.8971726894378662,0.4099403917789459,1.5674047470092773,0.004523070994764566,0.011038154363632202,-0.10311459749937057,-6.482379913330078,2.2104082107543945,2.0238494873046875,0.015027309767901897,0.01942458562552929,-0.011205480434000492
2160.4,0.0,,0.028127793222665787,0.05112348924306478,1.0932824611663818,370.24075409483027,0.10328193753957748,-6.817120552062988,2.2579736709594727,2.0497055053710938,0.0160092581063509,0.02051306888461113,-0.011950463056564331,-2.0708253383636475,0.41208988428115845,1.58329439163208,0.0015842178836464882,0.011420298367738724,-0.11684738099575043,-6.817120552062988,2.2579736709594727,2.0497055053710938,0.0160092581063509,0.02051306888461113,-0.011950463056564331
2160.5,0.0,,0.028075046837329865,0.051154634733302506,1.1173474788665771,370.23171737430437,0.11255738139152527,-7.079251289367676,2.277096748352051,2.05462646484375,0.016781846061348915,0.021375058218836784,-0.01253054104745388,-2.20399808883667,0.40329551696777344,1.5802180767059326,-0.0010523211676627398,0.013888203538954258,-0.12832121551036835,-7.079251289367676,2.277096748352051,2.05462646484375,0.016781846061348915,0.021375058218836784,-0.01253054104745388
2160.6,0.0,,0.024805445224046707,0.05118217698690842,0.8910989761352539,370.22244282200097,0.10981033742427826,-7.265412330627441,2.268345832824707,2.0382919311523438,0.017323842272162437,0.021990522742271423,-0.012939239852130413,-2.3224825859069824,0.3979129195213318,1.5649210214614868,0.0015084573533385992,0.01718350127339363,-0.12461433559656143,-7.265412330627441,2.268345832824707,2.0382919311523438,0.017323842272162437,0.021990522742271423,-0.012939239852130413
2160.7,0.0,,0.025847265496850014,0.05120567133875286,0.9409341812133789,370.21338078360577,0.09647288918495178,-7.374408721923828,2.2298831939697266,2.0004959106445312,0.01762971840798855,0.02235596626996994,-0.013181223534047604,-2.4167535305023193,0.39069095253944397,1.5323259830474854,0.0004526306875050068,0.019931290298700333,-0.11167113482952118,-7.374408721923828,2.2298831939697266,2.0004959106445312,0.01762971840798855,0.02235596626996994,-0.013181223534047604
2160.8,0.0,,0.023363223299384117,0.05122598003787719,0.8273108005523682,370.20507894004743,0.07337811589241028,-7.405056953430176,2.1630334854125977,1.9414749145507812,0.017701731994748116,0.02246621996164322,-0.0132575873285532,-2.486865520477295,0.37305963039398193,1.4822351932525635,-0.00012331240577623248,0.022692527621984482,-0.0890551209449768,-7.405056953430176,2.1630334854125977,1.9414749145507812,0.017701731994748116,0.02246621996164322,-0.0132575873285532
2160.9,0.0,,0.025210177525877953,0.05124187171842976,0.8295211791992188,370.1978912442345,0.049621112644672394,-7.3571672439575195,2.0689640045166016,1.8616256713867188,0.01758943498134613,0.022390276193618774,-0.01321797538548708,-2.5177621841430664,0.3405397832393646,1.412738561630249,-0.00013246427988633513,0.025716762989759445,-0.051722776144742966,-7.3571672439575195,2.0689640045166016,1.8616256713867188,0.01758943498134613,0.022390276193618774,-0.01321797538548708
2161.0,0.0,,0.02439209073781967,0.05125238553056582,0.873843789100647,370.1918882240228,0.042178574949502945,-7.231229782104492,1.945225715637207,1.7616119384765625,0.017237147316336632,0.02208760567009449,-0.013044057413935661,-2.521016836166382,0.30631452798843384,1.3274072408676147,0.0010459467303007841,0.02747795544564724,-0.037081029266119,-7.231229782104492,1.945225715637207,1.7616119384765625,0.017237147316336632,0.02208760567009449,-0.013044057413935661
